year;state;month;number
2019;Rio Grande do Norte;Fevereiro;5
2020;Rio Grande do Norte;Fevereiro;5
2021;Rio Grande do Norte;Fevereiro;39
2022;Rio Grande do Norte;Fevereiro;3
2012;Rio Grande do Norte;Março;12
2013;Rio Grande do Norte;Março;7
2014;Rio Grande do Norte;Março;4
2015;Rio Grande do Norte;Março;3
2016;Rio Grande do Norte;Março;2
2017;Rio Grande do Norte;Março;3
2018;Rio Grande do Norte;Março;12
2019;Rio Grande do Norte;Março;2
2020;Rio Grande do Norte;Março;3
2021;Rio Grande do Norte;Março;16
2022;Rio Grande do Norte;Março;3
2012;Rio Grande do Norte;Abril;4
2013;Rio Grande do Norte;Abril;8
2014;Rio Grande do Norte;Abril;2
2015;Rio Grande do Norte;Abril;5
2016;Rio Grande do Norte;Abril;2
2017;Rio Grande do Norte;Abril;6
2018;Rio Grande do Norte;Abril;3
2019;Rio Grande do Norte;Abril;1
2020;Rio Grande do Norte;Abril;2
2021;Rio Grande do Norte;Abril;10
2022;Rio Grande do Norte;Abril;1
2012;Rio Grande do Norte;Maio;17
2013;Rio Grande do Norte;Maio;2
2014;Rio Grande do Norte;Maio;1
2015;Rio Grande do Norte;Maio;4
2016;Rio Grande do Norte;Maio;1
2017;Rio Grande do Norte;Maio;2
2018;Rio Grande do Norte;Maio;1
2019;Rio Grande do Norte;Maio;0
2020;Rio Grande do Norte;Maio;0
2021;Rio Grande do Norte;Maio;7
2022;Rio Grande do Norte;Maio;2
2012;Rio Grande do Norte;Junho;5
2013;Rio Grande do Norte;Junho;2
2014;Rio Grande do Norte;Junho;1
2015;Rio Grande do Norte;Junho;6
2016;Rio Grande do Norte;Junho;5
2017;Rio Grande do Norte;Junho;2
2018;Rio Grande do Norte;Junho;6
2019;Rio Grande do Norte;Junho;1
2020;Rio Grande do Norte;Junho;1
2021;Rio Grande do Norte;Junho;14
2022;Rio Grande do Norte;Junho;2
2012;Rio Grande do Norte;Julho;4
2013;Rio Grande do Norte;Julho;0
2014;Rio Grande do Norte;Julho;2
2015;Rio Grande do Norte;Julho;3
2016;Rio Grande do Norte;Julho;10
2017;Rio Grande do Norte;Julho;3
2018;Rio Grande do Norte;Julho;8
2019;Rio Grande do Norte;Julho;4
2020;Rio Grande do Norte;Julho;7
2021;Rio Grande do Norte;Julho;7
2022;Rio Grande do Norte;Julho;1
2012;Rio Grande do Norte;Agosto;28
2013;Rio Grande do Norte;Agosto;3
2014;Rio Grande do Norte;Agosto;19
2015;Rio Grande do Norte;Agosto;16
2016;Rio Grande do Norte;Agosto;23
2017;Rio Grande do Norte;Agosto;14
2018;Rio Grande do Norte;Agosto;47
2019;Rio Grande do Norte;Agosto;52
2020;Rio Grande do Norte;Agosto;30
2021;Rio Grande do Norte;Agosto;21
2022;Rio Grande do Norte;Agosto;13
2012;Rio Grande do Norte;Setembro;36
2013;Rio Grande do Norte;Setembro;6
2014;Rio Grande do Norte;Setembro;26
2015;Rio Grande do Norte;Setembro;33
2016;Rio Grande do Norte;Setembro;38
2017;Rio Grande do Norte;Setembro;28
2018;Rio Grande do Norte;Setembro;71
2019;Rio Grande do Norte;Setembro;81
2020;Rio Grande do Norte;Setembro;106
2021;Rio Grande do Norte;Setembro;38
2022;Rio Grande do Norte;Setembro;46
2012;Rio Grande do Norte;Outubro;75
2013;Rio Grande do Norte;Outubro;63
2014;Rio Grande do Norte;Outubro;69
2015;Rio Grande do Norte;Outubro;115
2016;Rio Grande do Norte;Outubro;109
2017;Rio Grande do Norte;Outubro;84
2018;Rio Grande do Norte;Outubro;87
2019;Rio Grande do Norte;Outubro;235
2020;Rio Grande do Norte;Outubro;175
2021;Rio Grande do Norte;Outubro;122
2022;Rio Grande do Norte;Outubro;129
2012;Rio Grande do Norte;Novembro;90
2013;Rio Grande do Norte;Novembro;71
2014;Rio Grande do Norte;Novembro;109
2015;Rio Grande do Norte;Novembro;87
2016;Rio Grande do Norte;Novembro;98
2017;Rio Grande do Norte;Novembro;103
2018;Rio Grande do Norte;Novembro;128
2019;Rio Grande do Norte;Novembro;230
2020;Rio Grande do Norte;Novembro;143
2021;Rio Grande do Norte;Novembro;136
2022;Rio Grande do Norte;Novembro;97
2012;Rio Grande do Norte;Dezembro;79
2013;Rio Grande do Norte;Dezembro;39
2014;Rio Grande do Norte;Dezembro;45
2015;Rio Grande do Norte;Dezembro;78
2016;Rio Grande do Norte;Dezembro;75
2017;Rio Grande do Norte;Dezembro;66
2018;Rio Grande do Norte;Dezembro;64
2019;Rio Grande do Norte;Dezembro;99
2020;Rio Grande do Norte;Dezembro;155
2021;Rio Grande do Norte;Dezembro;90
2022;Rio Grande do Norte;Dezembro;99
2012;Rio Grande do Sul;Janeiro;79
2013;Rio Grande do Sul;Janeiro;47
2014;Rio Grande do Sul;Janeiro;38
2015;Rio Grande do Sul;Janeiro;29
2016;Rio Grande do Sul;Janeiro;60
2017;Rio Grande do Sul;Janeiro;26
2018;Rio Grande do Sul;Janeiro;45
2019;Rio Grande do Sul;Janeiro;33
2020;Rio Grande do Sul;Janeiro;32
2021;Rio Grande do Sul;Janeiro;54
2022;Rio Grande do Sul;Janeiro;174
2012;Rio Grande do Sul;Fevereiro;43
2013;Rio Grande do Sul;Fevereiro;51
2014;Rio Grande do Sul;Fevereiro;27
2015;Rio Grande do Sul;Fevereiro;34
2016;Rio Grande do Sul;Fevereiro;47
2017;Rio Grande do Sul;Fevereiro;31
2018;Rio Grande do Sul;Fevereiro;72
2019;Rio Grande do Sul;Fevereiro;48
2020;Rio Grande do Sul;Fevereiro;89
2021;Rio Grande do Sul;Fevereiro;49
2022;Rio Grande do Sul;Fevereiro;135
2012;Rio Grande do Sul;Março;100
2013;Rio Grande do Sul;Março;56
2014;Rio Grande do Sul;Março;52
2015;Rio Grande do Sul;Março;70
2016;Rio Grande do Sul;Março;33
2017;Rio Grande do Sul;Março;39
2018;Rio Grande do Sul;Março;74
2019;Rio Grande do Sul;Março;94
2020;Rio Grande do Sul;Março;227
2021;Rio Grande do Sul;Março;91
2022;Rio Grande do Sul;Março;71
2012;Rio Grande do Sul;Abril;61
2013;Rio Grande do Sul;Abril;98
2014;Rio Grande do Sul;Abril;64
2015;Rio Grande do Sul;Abril;166
2016;Rio Grande do Sul;Abril;26
2017;Rio Grande do Sul;Abril;61
2018;Rio Grande do Sul;Abril;86
2019;Rio Grande do Sul;Abril;54
2020;Rio Grande do Sul;Abril;457
2021;Rio Grande do Sul;Abril;229
2022;Rio Grande do Sul;Abril;56
2012;Rio Grande do Sul;Maio;247
2013;Rio Grande do Sul;Maio;58
2014;Rio Grande do Sul;Maio;60
2015;Rio Grande do Sul;Maio;166
2016;Rio Grande do Sul;Maio;39
2017;Rio Grande do Sul;Maio;41
2018;Rio Grande do Sul;Maio;108
2019;Rio Grande do Sul;Maio;26
2020;Rio Grande do Sul;Maio;423
2021;Rio Grande do Sul;Maio;290
2022;Rio Grande do Sul;Maio;36
2012;Rio Grande do Sul;Junho;233
2013;Rio Grande do Sul;Junho;41
2014;Rio Grande do Sul;Junho;63
2015;Rio Grande do Sul;Junho;70
2016;Rio Grande do Sul;Junho;311
2017;Rio Grande do Sul;Junho;96
2018;Rio Grande do Sul;Junho;62
2019;Rio Grande do Sul;Junho;134
2020;Rio Grande do Sul;Junho;158
2021;Rio Grande do Sul;Junho;46
2022;Rio Grande do Sul;Junho;33
2012;Rio Grande do Sul;Julho;439
2013;Rio Grande do Sul;Julho;196
2014;Rio Grande do Sul;Julho;206
2015;Rio Grande do Sul;Julho;59
2016;Rio Grande do Sul;Julho;942
2017;Rio Grande do Sul;Julho;707
2018;Rio Grande do Sul;Julho;78
2019;Rio Grande do Sul;Julho;379
2020;Rio Grande do Sul;Julho;201
2021;Rio Grande do Sul;Julho;504
2022;Rio Grande do Sul;Julho;106
2012;Rio Grande do Sul;Agosto;665
2013;Rio Grande do Sul;Agosto;372
2014;Rio Grande do Sul;Agosto;1200
2015;Rio Grande do Sul;Agosto;381
2016;Rio Grande do Sul;Agosto;1.182
2017;Rio Grande do Sul;Agosto;633
2018;Rio Grande do Sul;Agosto;707
2019;Rio Grande do Sul;Agosto;1.647
2020;Rio Grande do Sul;Agosto;1.404
2021;Rio Grande do Sul;Agosto;600
2022;Rio Grande do Sul;Agosto;508
2012;Rio Grande do Sul;Setembro;198
2013;Rio Grande do Sul;Setembro;356
2014;Rio Grande do Sul;Setembro;212
2015;Rio Grande do Sul;Setembro;185
2016;Rio Grande do Sul;Setembro;629
2017;Rio Grande do Sul;Setembro;278
2018;Rio Grande do Sul;Setembro;222
2019;Rio Grande do Sul;Setembro;523
2020;Rio Grande do Sul;Setembro;263
2021;Rio Grande do Sul;Setembro;183
2022;Rio Grande do Sul;Setembro;119
2012;Rio Grande do Sul;Outubro;134
2013;Rio Grande do Sul;Outubro;113
2014;Rio Grande do Sul;Outubro;97
2015;Rio Grande do Sul;Outubro;63
2016;Rio Grande do Sul;Outubro;84
2017;Rio Grande do Sul;Outubro;85
2018;Rio Grande do Sul;Outubro;69
2019;Rio Grande do Sul;Outubro;104
2020;Rio Grande do Sul;Outubro;196
2021;Rio Grande do Sul;Outubro;167
2022;Rio Grande do Sul;Outubro;160
2012;Rio Grande do Sul;Novembro;85
2013;Rio Grande do Sul;Novembro;102
2014;Rio Grande do Sul;Novembro;54
2015;Rio Grande do Sul;Novembro;20
2016;Rio Grande do Sul;Novembro;97
2017;Rio Grande do Sul;Novembro;139
2018;Rio Grande do Sul;Novembro;47
2019;Rio Grande do Sul;Novembro;53
2020;Rio Grande do Sul;Novembro;110
2021;Rio Grande do Sul;Novembro;145
2022;Rio Grande do Sul;Novembro;131
2012;Rio Grande do Sul;Dezembro;38
2013;Rio Grande do Sul;Dezembro;57
2014;Rio Grande do Sul;Dezembro;31
2015;Rio Grande do Sul;Dezembro;35
2016;Rio Grande do Sul;Dezembro;77
2017;Rio Grande do Sul;Dezembro;82
2018;Rio Grande do Sul;Dezembro;45
2019;Rio Grande do Sul;Dezembro;101
2020;Rio Grande do Sul;Dezembro;52
2021;Rio Grande do Sul;Dezembro;87
2022;Rio Grande do Sul;Dezembro;106
2012;Rondonia;Janeiro;6
2013;Rondonia;Janeiro;16
2014;Rondonia;Janeiro;11
2015;Rondonia;Janeiro;24
2016;Rondonia;Janeiro;85
2017;Rondonia;Janeiro;43
2018;Rondonia;Janeiro;15
2019;Rondonia;Janeiro;33
2020;Rondonia;Janeiro;56
2021;Rondonia;Janeiro;47
2022;Rondonia;Janeiro;80
2012;Rondonia;Fevereiro;9
2013;Rondonia;Fevereiro;8
2014;Rondonia;Fevereiro;4
2015;Rondonia;Fevereiro;17
2016;Rondonia;Fevereiro;71
2017;Rondonia;Fevereiro;15
2018;Rondonia;Fevereiro;7
2019;Rondonia;Fevereiro;22
2020;Rondonia;Fevereiro;39
2021;Rondonia;Fevereiro;16
2022;Rondonia;Fevereiro;17
2012;Rondonia;Março;20
2013;Rondonia;Março;30
2014;Rondonia;Março;11
2015;Rondonia;Março;10
2016;Rondonia;Março;30
2017;Rondonia;Março;23
2018;Rondonia;Março;28
2019;Rondonia;Março;28
2020;Rondonia;Março;38
2021;Rondonia;Março;19
2022;Rondonia;Março;17
2012;Rondonia;Abril;21
2013;Rondonia;Abril;27
2014;Rondonia;Abril;16
2015;Rondonia;Abril;12
2016;Rondonia;Abril;56
2017;Rondonia;Abril;20
2018;Rondonia;Abril;7
2019;Rondonia;Abril;26
2020;Rondonia;Abril;33
2021;Rondonia;Abril;16
2022;Rondonia;Abril;24
2012;Rondonia;Maio;35
2013;Rondonia;Maio;19
2014;Rondonia;Maio;26
2015;Rondonia;Maio;13
2016;Rondonia;Maio;52
2017;Rondonia;Maio;29
2018;Rondonia;Maio;41
2019;Rondonia;Maio;50
2020;Rondonia;Maio;58
2021;Rondonia;Maio;91
2022;Rondonia;Maio;136
2012;Rondonia;Junho;55
2013;Rondonia;Junho;32
2014;Rondonia;Junho;99
2015;Rondonia;Junho;120
2016;Rondonia;Junho;174
2017;Rondonia;Junho;152
2018;Rondonia;Junho;148
2019;Rondonia;Junho;170
2020;Rondonia;Junho;138
2021;Rondonia;Junho;131
2022;Rondonia;Junho;106
2012;Rondonia;Julho;253
2013;Rondonia;Julho;159
2014;Rondonia;Julho;209
2015;Rondonia;Julho;417
2016;Rondonia;Julho;947
2017;Rondonia;Julho;1.007
2018;Rondonia;Julho;769
2019;Rondonia;Julho;780
2020;Rondonia;Julho;428
2021;Rondonia;Julho;836
2022;Rondonia;Julho;555
2012;Rondonia;Agosto;2.561
2013;Rondonia;Agosto;1.102
2014;Rondonia;Agosto;2.846
2015;Rondonia;Agosto;3.669
2016;Rondonia;Agosto;3.551
2017;Rondonia;Agosto;3.249
2018;Rondonia;Agosto;1.975
2019;Rondonia;Agosto;5.593
2020;Rondonia;Agosto;3.087
2021;Rondonia;Agosto;4.319
2022;Rondonia;Agosto;3.512
2012;Rondonia;Setembro;3.141
2013;Rondonia;Setembro;2.472
2014;Rondonia;Setembro;2.806
2015;Rondonia;Setembro;5200
2016;Rondonia;Setembro;3.916
2017;Rondonia;Setembro;4.568
2018;Rondonia;Setembro;6.034
2019;Rondonia;Setembro;3.644
2020;Rondonia;Setembro;4.202
2021;Rondonia;Setembro;2.636
2022;Rondonia;Setembro;5.354
2012;Rondonia;Outubro;1.866
2013;Rondonia;Outubro;510
2014;Rondonia;Outubro;978
2015;Rondonia;Outubro;2470
2016;Rondonia;Outubro;2.041
2017;Rondonia;Outubro;1.726
2018;Rondonia;Outubro;986
2019;Rondonia;Outubro;556
2020;Rondonia;Outubro;2.413
2021;Rondonia;Outubro;1.763
2022;Rondonia;Outubro;822
2012;Rondonia;Novembro;271
2013;Rondonia;Novembro;103
2014;Rondonia;Novembro;187
2015;Rondonia;Novembro;901
2016;Rondonia;Novembro;413
2017;Rondonia;Novembro;423
2018;Rondonia;Novembro;198
2019;Rondonia;Novembro;263
2020;Rondonia;Novembro;509
2021;Rondonia;Novembro;125
2022;Rondonia;Novembro;1.767
2012;Rondonia;Dezembro;74
2013;Rondonia;Dezembro;135
2014;Rondonia;Dezembro;141
2015;Rondonia;Dezembro;260
2016;Rondonia;Dezembro;138
2017;Rondonia;Dezembro;58
2018;Rondonia;Dezembro;47
2019;Rondonia;Dezembro;65
2020;Rondonia;Dezembro;144
2021;Rondonia;Dezembro;31
2022;Rondonia;Dezembro;70
2012;Roraima;Janeiro;239
2013;Roraima;Janeiro;482
2014;Roraima;Janeiro;557
2015;Roraima;Janeiro;411
2016;Roraima;Janeiro;1.958
2017;Roraima;Janeiro;108
2018;Roraima;Janeiro;480
2019;Roraima;Janeiro;383
2020;Roraima;Janeiro;297
2021;Roraima;Janeiro;63
2022;Roraima;Janeiro;371
2012;Roraima;Fevereiro;172
2013;Roraima;Fevereiro;71
2014;Roraima;Fevereiro;332
2015;Roraima;Fevereiro;571
2016;Roraima;Fevereiro;185
2017;Roraima;Fevereiro;124
2018;Roraima;Fevereiro;558
2019;Roraima;Fevereiro;629
2020;Roraima;Fevereiro;483
2021;Roraima;Fevereiro;137
2022;Roraima;Fevereiro;148
2012;Roraima;Março;183
2013;Roraima;Março;265
2014;Roraima;Março;603
2015;Roraima;Março;175
2016;Roraima;Março;1.195
2017;Roraima;Março;251
2018;Roraima;Março;727
2019;Roraima;Março;2.433
2020;Roraima;Março;695
2021;Roraima;Março;204
2022;Roraima;Março;81
2012;Roraima;Abril;49
2013;Roraima;Abril;113
2014;Roraima;Abril;183
2015;Roraima;Abril;307
2016;Roraima;Abril;154
2017;Roraima;Abril;75
2018;Roraima;Abril;191
2019;Roraima;Abril;1.134
2020;Roraima;Abril;165
2021;Roraima;Abril;110
2022;Roraima;Abril;7
2012;Roraima;Maio;21
2013;Roraima;Maio;6
2014;Roraima;Maio;63
2015;Roraima;Maio;14
2016;Roraima;Maio;22
2017;Roraima;Maio;27
2018;Roraima;Maio;10
2019;Roraima;Maio;21
2020;Roraima;Maio;11
2021;Roraima;Maio;3
2022;Roraima;Maio;11
2012;Roraima;Junho;29
2013;Roraima;Junho;6
2014;Roraima;Junho;5
2015;Roraima;Junho;5
2016;Roraima;Junho;10
2017;Roraima;Junho;4
2018;Roraima;Junho;5
2019;Roraima;Junho;2
2020;Roraima;Junho;4
2021;Roraima;Junho;11
2022;Roraima;Junho;9
2012;Roraima;Julho;3
2013;Roraima;Julho;4
2014;Roraima;Julho;9
2015;Roraima;Julho;5
2016;Roraima;Julho;1
2017;Roraima;Julho;3
2018;Roraima;Julho;4
2019;Roraima;Julho;4
2020;Roraima;Julho;9
2021;Roraima;Julho;5
2022;Roraima;Julho;12
2012;Roraima;Agosto;8
2013;Roraima;Agosto;4
2014;Roraima;Agosto;16
2015;Roraima;Agosto;14
2016;Roraima;Agosto;17
2017;Roraima;Agosto;33
2018;Roraima;Agosto;7
2019;Roraima;Agosto;5
2020;Roraima;Agosto;14
2021;Roraima;Agosto;19
2022;Roraima;Agosto;40
2012;Roraima;Setembro;89
2013;Roraima;Setembro;39
2014;Roraima;Setembro;80
2015;Roraima;Setembro;86
2016;Roraima;Setembro;18
2017;Roraima;Setembro;40
2018;Roraima;Setembro;17
2019;Roraima;Setembro;26
2020;Roraima;Setembro;62
2021;Roraima;Setembro;54
2022;Roraima;Setembro;92
2012;Roraima;Outubro;201
2013;Roraima;Outubro;116
2014;Roraima;Outubro;65
2015;Roraima;Outubro;194
2016;Roraima;Outubro;107
2017;Roraima;Outubro;150
2018;Roraima;Outubro;141
2019;Roraima;Outubro;53
2020;Roraima;Outubro;113
2021;Roraima;Outubro;125
2022;Roraima;Outubro;117
2012;Roraima;Novembro;257
2013;Roraima;Novembro;125
2014;Roraima;Novembro;197
2015;Roraima;Novembro;298
2016;Roraima;Novembro;69
2017;Roraima;Novembro;421
2018;Roraima;Novembro;120
2019;Roraima;Novembro;58
2020;Roraima;Novembro;19
2021;Roraima;Novembro;174
2022;Roraima;Novembro;128
2012;Roraima;Dezembro;125
2013;Roraima;Dezembro;164
2014;Roraima;Dezembro;409
2015;Roraima;Dezembro;372
2016;Roraima;Dezembro;134
2017;Roraima;Dezembro;329
2018;Roraima;Dezembro;123
2019;Roraima;Dezembro;36
2020;Roraima;Dezembro;58
2021;Roraima;Dezembro;84
2022;Roraima;Dezembro;207
2012;Santa Catarina;Janeiro;25
2013;Santa Catarina;Janeiro;27
2014;Santa Catarina;Janeiro;51
2015;Santa Catarina;Janeiro;18
2016;Santa Catarina;Janeiro;64
2017;Santa Catarina;Janeiro;46
2018;Santa Catarina;Janeiro;9
2019;Santa Catarina;Janeiro;41
2020;Santa Catarina;Janeiro;35
2021;Santa Catarina;Janeiro;5
2022;Santa Catarina;Janeiro;42
2012;Santa Catarina;Fevereiro;34
2013;Santa Catarina;Fevereiro;11
2014;Santa Catarina;Fevereiro;25
2015;Santa Catarina;Fevereiro;15
2016;Santa Catarina;Fevereiro;2
2017;Santa Catarina;Fevereiro;27
2018;Santa Catarina;Fevereiro;48
2019;Santa Catarina;Fevereiro;10
2020;Santa Catarina;Fevereiro;36
2021;Santa Catarina;Fevereiro;63
2022;Santa Catarina;Fevereiro;80
2012;Santa Catarina;Março;111
2013;Santa Catarina;Março;30
2014;Santa Catarina;Março;17
2015;Santa Catarina;Março;31
2016;Santa Catarina;Março;20
2017;Santa Catarina;Março;20
2018;Santa Catarina;Março;22
2019;Santa Catarina;Março;22
2020;Santa Catarina;Março;132
2021;Santa Catarina;Março;68
2022;Santa Catarina;Março;30
2012;Santa Catarina;Abril;57
2013;Santa Catarina;Abril;105
2014;Santa Catarina;Abril;35
2015;Santa Catarina;Abril;36
2016;Santa Catarina;Abril;33
2017;Santa Catarina;Abril;28
2018;Santa Catarina;Abril;150
2019;Santa Catarina;Abril;12
2020;Santa Catarina;Abril;308
2021;Santa Catarina;Abril;199
2022;Santa Catarina;Abril;76
2012;Santa Catarina;Maio;160
2013;Santa Catarina;Maio;98
2014;Santa Catarina;Maio;40
2015;Santa Catarina;Maio;70
2016;Santa Catarina;Maio;36
2017;Santa Catarina;Maio;35
2018;Santa Catarina;Maio;77
2019;Santa Catarina;Maio;3
2020;Santa Catarina;Maio;286
2021;Santa Catarina;Maio;181
2022;Santa Catarina;Maio;87
2012;Santa Catarina;Junho;111
2013;Santa Catarina;Junho;81
2014;Santa Catarina;Junho;3
2015;Santa Catarina;Junho;101
2016;Santa Catarina;Junho;104
2017;Santa Catarina;Junho;66
2018;Santa Catarina;Junho;52
2019;Santa Catarina;Junho;104
2020;Santa Catarina;Junho;102
2021;Santa Catarina;Junho;26
2022;Santa Catarina;Junho;40
2012;Santa Catarina;Julho;102
2013;Santa Catarina;Julho;215
2014;Santa Catarina;Julho;83
2015;Santa Catarina;Julho;46
2016;Santa Catarina;Julho;610
2017;Santa Catarina;Julho;461
2018;Santa Catarina;Julho;161
2019;Santa Catarina;Julho;189
2020;Santa Catarina;Julho;89
2021;Santa Catarina;Julho;481
2022;Santa Catarina;Julho;230
2012;Santa Catarina;Agosto;718
2013;Santa Catarina;Agosto;454
2014;Santa Catarina;Agosto;521
2015;Santa Catarina;Agosto;382
2016;Santa Catarina;Agosto;795
2017;Santa Catarina;Agosto;558
2018;Santa Catarina;Agosto;574
2019;Santa Catarina;Agosto;939
2020;Santa Catarina;Agosto;977
2021;Santa Catarina;Agosto;843
2022;Santa Catarina;Agosto;425
2012;Santa Catarina;Setembro;274
2013;Santa Catarina;Setembro;370
2014;Santa Catarina;Setembro;202
2015;Santa Catarina;Setembro;160
2016;Santa Catarina;Setembro;677
2017;Santa Catarina;Setembro;491
2018;Santa Catarina;Setembro;126
2019;Santa Catarina;Setembro;272
2020;Santa Catarina;Setembro;203
2021;Santa Catarina;Setembro;271
2022;Santa Catarina;Setembro;69
2012;Santa Catarina;Outubro;63
2013;Santa Catarina;Outubro;116
2014;Santa Catarina;Outubro;123
2015;Santa Catarina;Outubro;21
2016;Santa Catarina;Outubro;56
2017;Santa Catarina;Outubro;40
2018;Santa Catarina;Outubro;74
2019;Santa Catarina;Outubro;68
2020;Santa Catarina;Outubro;172
2021;Santa Catarina;Outubro;20
2022;Santa Catarina;Outubro;81
2012;Santa Catarina;Novembro;120
2013;Santa Catarina;Novembro;80
2014;Santa Catarina;Novembro;45
2015;Santa Catarina;Novembro;8
2016;Santa Catarina;Novembro;144
2017;Santa Catarina;Novembro;164
2018;Santa Catarina;Novembro;53
2019;Santa Catarina;Novembro;63
2020;Santa Catarina;Novembro;69
2021;Santa Catarina;Novembro;108
2022;Santa Catarina;Novembro;172
2012;Santa Catarina;Dezembro;45
2013;Santa Catarina;Dezembro;76
2014;Santa Catarina;Dezembro;35
2015;Santa Catarina;Dezembro;18
2016;Santa Catarina;Dezembro;20
2017;Santa Catarina;Dezembro;69
2018;Santa Catarina;Dezembro;71
2019;Santa Catarina;Dezembro;81
2020;Santa Catarina;Dezembro;16
2021;Santa Catarina;Dezembro;86
2022;Santa Catarina;Dezembro;28
2012;São Paulo;Janeiro;49
2013;São Paulo;Janeiro;51
2014;São Paulo;Janeiro;66
2015;São Paulo;Janeiro;82
2016;São Paulo;Janeiro;56
2017;São Paulo;Janeiro;21
2018;São Paulo;Janeiro;41
2019;São Paulo;Janeiro;90
2020;São Paulo;Janeiro;69
2021;São Paulo;Janeiro;29
2022;São Paulo;Janeiro;76
2012;São Paulo;Fevereiro;107
2013;São Paulo;Fevereiro;100
2014;São Paulo;Fevereiro;94
2015;São Paulo;Fevereiro;37
2016;São Paulo;Fevereiro;107
2017;São Paulo;Fevereiro;88
2018;São Paulo;Fevereiro;26
2019;São Paulo;Fevereiro;35
2020;São Paulo;Fevereiro;103
2021;São Paulo;Fevereiro;72
2022;São Paulo;Fevereiro;120
2012;São Paulo;Março;138
2013;São Paulo;Março;60
2014;São Paulo;Março;58
2015;São Paulo;Março;45
2016;São Paulo;Março;65
2017;São Paulo;Março;76
2018;São Paulo;Março;124
2019;São Paulo;Março;85
2020;São Paulo;Março;127
2021;São Paulo;Março;98
2022;São Paulo;Março;64
2012;São Paulo;Abril;121
2013;São Paulo;Abril;172
2014;São Paulo;Abril;93
2015;São Paulo;Abril;70
2016;São Paulo;Abril;293
2017;São Paulo;Abril;37
2018;São Paulo;Abril;85
2019;São Paulo;Abril;78
2020;São Paulo;Abril;252
2021;São Paulo;Abril;69
2022;São Paulo;Abril;47
2012;São Paulo;Maio;108
2013;São Paulo;Maio;170
2014;São Paulo;Maio;178
2015;São Paulo;Maio;63
2016;São Paulo;Maio;138
2017;São Paulo;Maio;45
2018;São Paulo;Maio;317
2019;São Paulo;Maio;81
2020;São Paulo;Maio;262
2021;São Paulo;Maio;140
2022;São Paulo;Maio;139
2012;São Paulo;Junho;63
2013;São Paulo;Junho;70
2014;São Paulo;Junho;312
2015;São Paulo;Junho;144
2016;São Paulo;Junho;196
2017;São Paulo;Junho;152
2018;São Paulo;Junho;292
2019;São Paulo;Junho;290
2020;São Paulo;Junho;262
2021;São Paulo;Junho;136
2022;São Paulo;Junho;90
2012;São Paulo;Julho;235
2013;São Paulo;Julho;243
2014;São Paulo;Julho;462
2015;São Paulo;Julho;139
2016;São Paulo;Julho;734
2017;São Paulo;Julho;616
2018;São Paulo;Julho;1070
2019;São Paulo;Julho;393
2020;São Paulo;Julho;558
2021;São Paulo;Julho;808
2022;São Paulo;Julho;345
2012;São Paulo;Agosto;521
2013;São Paulo;Agosto;602
2014;São Paulo;Agosto;1440
2015;São Paulo;Agosto;627
2016;São Paulo;Agosto;840
2017;São Paulo;Agosto;734
2018;São Paulo;Agosto;350
2019;São Paulo;Agosto;742
2020;São Paulo;Agosto;1.111
2021;São Paulo;Agosto;2.277
2022;São Paulo;Agosto;315
2012;São Paulo;Setembro;908
2013;São Paulo;Setembro;590
2014;São Paulo;Setembro;843
2015;São Paulo;Setembro;344
2016;São Paulo;Setembro;506
2017;São Paulo;Setembro;1930
2018;São Paulo;Setembro;598
2019;São Paulo;Setembro;872
2020;São Paulo;Setembro;2.254
2021;São Paulo;Setembro;1.663
2022;São Paulo;Setembro;258
2012;São Paulo;Outubro;259
2013;São Paulo;Outubro;133
2014;São Paulo;Outubro;850
2015;São Paulo;Outubro;199
2016;São Paulo;Outubro;172
2017;São Paulo;Outubro;134
2018;São Paulo;Outubro;27
2019;São Paulo;Outubro;308
2020;São Paulo;Outubro;995
2021;São Paulo;Outubro;95
2022;São Paulo;Outubro;62
2012;São Paulo;Novembro;74
2013;São Paulo;Novembro;105
2014;São Paulo;Novembro;48
2015;São Paulo;Novembro;18
2016;São Paulo;Novembro;35
2017;São Paulo;Novembro;35
2018;São Paulo;Novembro;16
2019;São Paulo;Novembro;60
2020;São Paulo;Novembro;115
2021;São Paulo;Novembro;41
2022;São Paulo;Novembro;49
2012;São Paulo;Dezembro;79
2013;São Paulo;Dezembro;92
2014;São Paulo;Dezembro;40
2015;São Paulo;Dezembro;40
2016;São Paulo;Dezembro;44
2017;São Paulo;Dezembro;34
2018;São Paulo;Dezembro;73
2019;São Paulo;Dezembro;40
2020;São Paulo;Dezembro;15
2021;São Paulo;Dezembro;41
2022;São Paulo;Dezembro;34
2012;Sergipe;Janeiro;40
2013;Sergipe;Janeiro;32
2014;Sergipe;Janeiro;18
2015;Sergipe;Janeiro;37
2016;Sergipe;Janeiro;7
2017;Sergipe;Janeiro;30
2018;Sergipe;Janeiro;14
2019;Sergipe;Janeiro;31
2020;Sergipe;Janeiro;29
2021;Sergipe;Janeiro;12
2022;Sergipe;Janeiro;5
2012;Sergipe;Fevereiro;36
2013;Sergipe;Fevereiro;47
2014;Sergipe;Fevereiro;16
2015;Sergipe;Fevereiro;33
2016;Sergipe;Fevereiro;15
2017;Sergipe;Fevereiro;12
2018;Sergipe;Fevereiro;18
